CASEID,W1_CASEID,W2_CASEID2,W1_TM_START,W1_TM_FINISH,W1_WEIGHT1,W1_WEIGHT2,W1_WEIGHT3,W2_TM_START,W2_TM_FINISH,W2_DURATION,W2_QFLAG,W2_WEIGHT1,W2_WEIGHT2,W2_WEIGHT3,W1_A1,W1_A2,W1_A4,W1_A5A,W1_A5A_OTHER_TEXT,W1_A5B,W1_A5B_OTHER_TEXT,W1_A10,W1_A11,W1_A12,W1_A12A,W1_B1,W1_B2,W1_B3,W1_B4,W1_C1,W1_C1_OTHER_TEXT,W1_C1B,W1_C1C,W1_C2,W1_D1,W1_D2,W1_D3,W1_D4,W1_D5,W1_D6,W1_D7,W1_D8,W1_D9,W1_D10,W1_D11,W1_D12,W1_D13,W1_D14,W1_D15,W1_D16,W1_D17,W1_D18,W1_D19,W1_D20,W1_E1,W1_E2,W1_E2A,W1_E3,W1_E4,W1_E5_1,W1_E5_2,W1_E5_3,W1_E5_4,W1_E5_5,W1_E5_6,W1_E5_7,W1_E61_A,W1_E61_B,W1_E61_C,W1_E61_D,W1_E62_A,W1_E62_B,W1_E62_C,W1_E62_D,W1_E63_A,W1_E63_B,W1_E63_C,W1_E63_D,W1_E64_A,W1_E64_B,W1_E64_C,W1_E64_D,W1_E7,W1_E8,W1_E9_A,W1_E9_B,W1_E9_C,W1_E9_D,W1_E9_REFUSED,W1_F1,W1_F1A,W1_F2,W1_F2A,W1_F3,W1_F4_A,W1_F4_B,W1_F4_C,W1_F4_D,W1_F4_E,W1_F5_A,W1_F5_B,W1_F5_C,W1_F5_D,W1_F5_E,W1_F6,W1_G2,W1_G2B,W1_G2C,W1_G3A,W1_G3B,W1_G3C,W1_H1,W1_H2,W1_H3,W1_H4,W1_H5,W1_H6,W1_H7,W1_H8,W1_I1,W1_I2,W1_J1_A,W1_J1_B,W1_J1_C,W1_J1_D,W1_J1_E,W1_J1_F,W1_J1_G,W1_J2,W1_J3A_A,W1_J3A_B,W1_J3A_C,W1_K1_A,W1_K1_B,W1_K1_C,W1_K1_D,W1_K4,W1_K5,W1_L1_A,W1_L1_B,W1_L1_C,W1_L2_1,W1_L2_2,W1_L2_3,W1_L2_4,W1_L2_5,W1_L2_REFUSED,W1_L3,W1_L4_A,W1_L4_B,W1_L4_C,W1_L4_D,W1_L5_A,W1_L5_B,W1_L5_C,W1_L5_D,W1_L5_E,W1_L5_F,W1_M1,W1_M1_OTHER_TEXT,W1_M1A,W1_M5,W1_M2,W1_M3,W1_M4,W1_M6,W1_M7,W1_M8,W1_M9,W1_M10,W1_M11,W1_M12,W1_N1A,W1_N1B,W1_N1C,W1_N1D,W1_N1E,W1_N1F,W1_N1G,W1_N1H,W1_N1I,W1_N1J,W1_N1K,W1_N1L,W1_N1M,W1_N1N,W1_O1,W1_O3,W1_O4,W1_O5,W1_P2,W1_P3,W1_P4,W1_P4_OTHER_TEXT,W1_P5,W1_P5A,W1_P6,W1_P8,W1_P9,W1_P10,W1_P11,W1_P13,W1_P13A,W1_P13B,W1_P13B_TEXT,W1_P14,W1_P15,W1_P16A,W1_P16B,W1_P16C,W1_P16D,W1_P16E,W1_P16F,W1_P16G,W1_P16H,W1_P16I,W1_P16J,W1_P16K,W1_P16L,W1_P16M,W1_P16_REFUSED,W1_P17,W1_P17A,W1_P18,W1_P19,W1_P20,W1_P21,W1_ORDER_Q1,W1_Q1_A,W1_Q1_B,W1_QA1,W1_QA2,W1_QA2A,W1_QA4A,W1_QA4B,W1_QA4C,W1_QA5D,W1_QA6,W1_QB1,W1_QB2,W1_QB2A,W1_QB3,W1_QB3A,W1_ORDER_M13,W1_M13_A,W1_M13_B,W1_M13_C,W1_M13_D,W2_QB1A,W2_QB1B,W2_QB1C,W2_QB1D,W2_QB1D_TEXT,W2_QB2A,W2_QB2B,W2_QB3,W2_QE1,W2_QE1A,W2_QE2,W2_QE2A,W2_QE3,W2_QF1A,W2_QF1B,W2_QF1C,W2_QF1D,W2_QF2A,W2_QF2B,W2_QF2C,W2_QF2D,W2_QF3A,W2_QF3B,W2_QF3C,W2_QF3D,W2_QF4A,W2_QF4B,W2_QF4C,W2_QF4D,W2_QF5A,W2_QF5B,W2_QF5C,W2_QF5D,W2_QF6A,W2_QF6B,W2_QF6C,W2_QF6D,W2_QF7A,W2_QF7B,W2_QF7C,W2_QF7D,W2_QF8,W2_QF9,W2_QF10A,W2_QF10B,W2_QF10C,W2_QF10D,W2_QG_1,W2_QG_2,W2_QG_3,W2_QH1,W2_QH2,W2_QH2A,W2_QI1,W2_QI2,W2_QI3,W2_QI4_A,W2_QI4_B,W2_QI4_C,W2_QI4_D,W2_QDISP11,W2_J1_A,W2_J1_B,W2_J1_C,W2_J1_D,W2_QK1,W2_QK2,W2_QK3,W2_QK3A,W2_QL1A,W2_QL1B,W2_QL2A,W2_QL2B,W2_QL2C,W2_QL3,W2_QL4,W2_QM8,W2_QM9,W2_QM10,W2_QM11,W2_QM12,W2_QN1,W2_QN2,W2_QN3,W2_QN4,W2_QO1,W2_QO2,W2_QO3,W1_ORDER_A1,W1_ORDER_A2,W1_ORDER_A12,W1_ORDER_B1,W1_ORDER_B2,W1_ORDER_B3,W1_ORDER_B4,W1_ORDER_C2,W1_ORDER_E2,W1_ORDER_E2A,W1_ORDER_F1,W1_ORDER_F1A,W1_ORDER_F2,W1_ORDER_F2A,W1_ORDER_F3,W1_ORDER_F4,W1_ORDER_F5,W1_ORDER_G2,W1_ORDER_G3A,W1_ORDER_H1,W1_ORDER_I1,W1_ORDER_J1,W1_ORDER_J3A,W1_ORDER_K1,W1_ORDER_L4_A,W1_ORDER_L4_B,W1_ORDER_L4_C,W1_ORDER_L4_D,W1_ORDER_L5_A,W1_ORDER_L5_B,W1_ORDER_L5_C,W1_ORDER_L5_D,W1_ORDER_L5_E,W1_ORDER_L5_F,W1_ORDER_M3,W1_ORDER_O1,W2_ORDER_QB3_1,W2_ORDER_QB3_2,W2_ORDER_QB3_3,W2_ORDER_QB3_4,W2_ORDER_QE1A,W2_ORDER_QE2A,W2_ORDER_QF1_A,W2_ORDER_QF1_B,W2_ORDER_QF1_C,W2_ORDER_QF1_D,W2_ORDER_QF2_A,W2_ORDER_QF2_B,W2_ORDER_QF2_C,W2_ORDER_QF2_D,W2_ORDER_QF3_A,W2_ORDER_QF3_B,W2_ORDER_QF3_C,W2_ORDER_QF3_D,W2_ORDER_QF4_A,W2_ORDER_QF4_B,W2_ORDER_QF4_C,W2_ORDER_QF4_D,W2_ORDER_QF5_A,W2_ORDER_QF5_B,W2_ORDER_QF5_C,W2_ORDER_QF5_D,W2_ORDER_QF6_A,W2_ORDER_QF6_B,W2_ORDER_QF6_C,W2_ORDER_QF6_D,W2_ORDER_QF7_A,W2_ORDER_QF7_B,W2_ORDER_QF7_C,W2_ORDER_QF7_D,W2_ORDER_QF10_A,W2_ORDER_QF10_B,W2_ORDER_QF10_C,W2_ORDER_QF10_D,W2_ORDER_M10_M11,PPAGE,PPAGECAT,PPAGECT4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,PPREG9,PPRENT,PPSTATEN,PPT01,PPT1317,PPT18OV,PPT25,PPT612,PPWORK,PPNET
11,12,645,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,2.1096,1.0505,1.0905,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,11,1,2.2378,1.158,1.248,4,3,2, , ,2, ,2,1,1,-1,-1,-1,-1,-1,-1, , , ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4, , ,1, ,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,0,0,1,0,2, ,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, , ,-1, , ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13, ,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1, ,1,-1,-1,-1,2,-1,-1,1,1, , ,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2, , , ,-1,3,2,-1,-1, , , , , , , , , , , , , ,2, , , , ,4, , , , ,1, ,1,3, ,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,4,1,2,-1,-1,1,-1,-1,-1,-1, ,85,15,85,85,2,1,-1, ,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,2,1,1,2,1,1,3,2,2,1,1,1,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,1,1,2,1,3,4,2,1,2,5,4,1,6,3,1,2,4,3,2,1, ,2,4,1,3,2,3,4,2,1,4,2,3,1,2,1,4,3,2,1,3,4,1,4,3,2,1,3,4,2,2,4,3,1,2,18,1,1,9,2,3,1,0,3,4,7,5,1,4,9,1,93,0,0,3,0,0,4,1
12,13,707,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,2.5674,1.2785,1.2327,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,54,1,2.8965,1.4989,1.3868,4,4,2, , ,1, ,2,7,2,1,5,5,4,2,3, , ,1,3,15,30,15,40,30,30,30,30,30,15,15,15,10,20,20,60,998,30,15,20,1, , ,2,1,1,1,1,1,1,1,0,2,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,2, ,0,0,0,1,0,1,2,3,2,7,2,1,2,1,2,2,2,2,2,3,1,2, , ,2, , ,3,5,3,5,1,3,5,2,5,5,4,4,3,4,3,0,1,2,5,4,5,4,3,3,3,1,5,4,4,4,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,3, ,2,5,2,3,3,2,2,2,2,2,2,2,10,50,50,50,50,50,50,40,15,5,30,50,5,40,2,5,4,1,2,2,1, ,1,4,4,2,1,1,2,1,1, , ,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2, , , ,9,1,1,3,3, , , , , , , , , , , , , ,2, , , , ,2, , , , ,4, ,2,1,2,2,2,3,4,6,4,6,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,2,1,2,2,1,2,3,7,1,5,5,2,1, ,50,10,50,50,3,1,1,2,4,4,1,1,1,2,3,3,4,5,5,4,2,1,1,4,3,3,3,1,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,1,4,3,2,4,6,5,2,3,1,2,1,1,2,3,4,1,2,3,4,1,2,4,3,1,2,1,4,2,3,1,2,4,3,4,1,3,2,3,1,4,2,4,2,1,3,3,2,1,4,1,33,2,2,10,3,1,2,1,4,1,12,1,0,2,3,2,35,0,0,2,0,2,1,0
13,14,744,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.7009,.3491,.3366,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,19,1,.7824,.4049,.3746,2,1,1,1, , , ,4,6,2,1,4,4,4,1,1, ,2, ,5,0,100,0,100,85,85,85,70,70,15,70,30,50,70,70,0,50,50,50,40,1, , ,2,2, , , , , , , ,3,1,1,4,3,1,1,4,2,1,1,3,3,1,1,3,2, ,0,0,0,1,0,3,2,3,2,2,3,2,2,2,3,2,1,1,1,1,9,2, , ,2, , ,4,5,2,4,2,3,4,4,4,5,5,5,5,1,1,1,3,1,5,3,4,3,2,3,3,5,2,4,4,1,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2, ,1,1,2,3,2,1,1,1,2,2,2,2,15,85,50,85,60,85,85,50,15,85,50,50,15,85,1,5,4,3,4,4,1, ,1,4,3,2,2,2,1,1,1, , ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,-1,15,1,1,4,4, , , , , , , , , , , , , ,1, , , , ,2, , , , ,4, ,1,2,2,2,2,10,5,4,6,6,5,4,4,4,5,3,3,5,3,5,2,5,4,3,6,4,3,4,3,5,4,4,4,4,2,3,6,6,3,3,3,2,3,4,2, ,2,5,1,2,2,4,2, ,60,15,85,85,2,3,1,2,4,4,1,1,2,4,1,4,4,4,4,3,2,2,1,4,3,3,3,2,1,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,3,4,2,3,5,2,6,4,1,1,1,4,3,2,1,2,2,2,1,3,4,3,4,2,1,4,1,3,2,4,2,1,3,2,3,4,1,4,3,2,1,1,2,3,4,1,2,3,4,2,70,6,4,12,4,1,2,1,3,1,16,1,1,3,5,1,58,0,0,3,0,0,1,1
14,15, ,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,4.8165,2.3985,2.4899,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR, , , , , ,4,5,2, , ,1, ,1,1,2,1,4,5,4,3,1, ,1, ,5,15,998,15,998,998,998,998,85,60,998,70,0,998,998,998,998,998,998,998,998,1, , ,2,2, , , , , , , ,4,2,1,4,2,3,2,2,2,4,4,3,3,3,3,3,2, ,0,0,0,1,0,2, ,3,3,4,2,2,2,2,2,3,3,3,-1,4,6,3, ,2,3, ,2,3,3,3,3,3,3,3,3,3,4,5,3,3,4,2,3,3,3,5,5,5,3,3,3,2,9,10,4,4,4,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1, ,1,2,2,4,3,2,2,2,2,2,2,2,50,85,60,60,15,998,998,998,0,0,60,70,15,85,5,5,5,5,2,2,1, ,2,2,4,2,2,2,1,1,1, , ,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,3,5,2,1,3,3, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,2,2,2,1,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,3,1,2,4,6,3,2,1,4,5,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,39,3,2,12,4,4,1,0,5,4,11,1,1,3,5,3,57,0,3,2,0,0,4,0
15,16,180,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.2698,.1344,.1395,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,11,1,.3923,.203,.2188,1,1,1,2, , , ,4,4,1,1,4,3,2,4,2, ,1, ,2,85,10,95,20,5,1,49,0,90,60,3,80,50,50,0,65,40,60,70,52,1, , ,1, ,1,1,1,0,0,0,0,2,4,4,4,1,4,4,4,1,4,4,4,2,4,4,4,1,3,0,0,1,0,0,1,1,1,2,5,2,2,2,1,2,1,2,2,1,1,9,1,2, ,1,2, ,4,5,3,2,4,5,2,5,5,2,6,7,10,6,5,5,-1,1,2,3,2,3,3,2,2,6,6,2,1,2,0,0,0,0,0,1,2,1,2,2,1,1,1,1,1,1,2,10, ,2,3,2,4,2,2,1,1,2,2,2,2,70,70,70,70,70,70,70,80,40,50,50,60,55,100,4,4,3,3,3,4,1, ,1,2,4,2,2,2,1,1,1, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2, , , ,12,1,1,3,3, , , , , , , , , , , , , ,2, , , , ,3, , , , ,1, ,2,1,1,1,2,6,5,6,5,5,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,3,3,3,3,5,5,5,5,1,1,5,4,3,2,2,2,2,5,1,2,5,5,2,5,4,3,4, ,45,20,70,70,2,4,2,3,4,3,1,1,1,4,1,3,3,4,2,3,1,2,2, ,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2,1,1,2,1,2,4,1,3,4,3,5,1,2,6,1,1,1,2,3,4,1,1,4,2,1,3,3,4,2,1,1,3,2,4,2,1,3,4,1,4,3,2,3,2,4,1,4,1,3,2,4,1,3,2,2,27,2,1,14,4,1,1,1,2,3,13,1,1,3,7,2,74,0,0,2,0,0,1,0
16,17,455,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,2.7065,1.3478,1.2995,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,12534,1,4.5851,2.3727,2.1952,2,1,1,2, , , ,3,5,1,1,4,3,4,3,2, ,2, ,5,100,0,100,0,15,998,50,0,100,60,60,70,60,50,50,70,50,60,60,60,1, , ,1, ,0,1,0,0,0,0,0,2,3,4,4,1,4,4,4,1,3,4,4,2,3,4,4,2, ,0,1,0,0,0,1,2,2, ,3,1,1,3,1,3,1,1,2,1,2,7,2, , ,2, , ,3,4,2,4,1,2,4,3,3,4,10,10,10,6,8,10,7,3,4,4,4,3,3,4,2,7,6,4,4,4,0,0,0,0,0,1,2,2,1,2,1,2,1,2,2,2,2,11, ,1,4,3,2,1,2,1,1,1,2,2,2,50,70,100,100,85,100,40,50,50,15,15,85,85,80,2,5,5,3,3,3,1, ,1,2,4,1,2,1,2,1,1, , ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2, , , ,13,1,1,3,3, , , , , , , , , , , , , ,1, , , , ,2, , , , ,1, ,1,3, ,3, ,5,6,7,5,7,4,3,4,3,4,1,4,7,4,6,5,5,5,5,6,5,2,5,2,5,5,1,5,5,2,2,7,6,3,5,2,3,3,3,3, ,5,5,1,-1,-1,-1,-1, ,70,40,85,40,3,5,2,2,6,3,3,4,1,2,2,3,3,5,4,3,2,1,1,3,1,1,3,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,1,1,2,1,2,2,1,1,2,2,3,4,1,4,1,6,3,2,5,1,2,4,3,2,1, , ,3,4,2,1,1,2,4,3,3,1,4,2,4,1,2,3,4,3,1,2,3,2,1,4,3,4,2,1,4,2,1,3,2,28,2,1,9,2,4,2,1,2,2,14,1,1,4,9,2,93,0,0,2,0,0,1,1
17,18, ,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,2.1673,1.0793,1.1204,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR, , , , , ,5,4,2, , ,4, ,1,3,2,2,5,5,5,2,1, ,2, ,4,30,50,50,50,50,50,50,50,60,0,60,30,50,50,50,0,0,50,998,998,1, , ,2,2, , , , , , , ,3,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2, ,0,0,0,0,1,2, ,3,2,6,2,2,2,2,2,2,2,2,2,-1,7,3, ,2,3, ,2,3,3,3,4,2,2,4,4,5,5,2,5,7,5,10,1,3,2,5,5,5,4,1,2,3,2,5,4,4,4,0,0,0,0,0,1,2,2,2,2,1,2,2,2,2,2,2,3, ,2,5,2,4,2,2,2,2,2,2,2,2,15,70,50,70,50,50,50,40,15,50,50,50,0,30,4,5,4,3,4,4,1, ,2,5,4,2,2,2,2,1,1, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2, , , ,-1,1,2,3,3, , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,3,2,1,4,4,2,1,3,6,5,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,44,3,2,12,4,1,1,1,2,1,19,1,1,2,3,1,32,0,0,2,0,0,1,1
18,19,91,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.1409,.7094,.6631,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,18,1,.2265,1.0554,1.0464,1,1,1,2, , , ,3,8,1,1,3,2,3,3,3, , ,2,4,95,15,95,50,10,25,70,0,75,48,15,75,30,25,0,50,998,65,80,75,6, , ,2,1,0,1,1,1,1,1,1,1,4,4,4,1,4,4,4,1,4,4,4,2,4,4,4,2, ,0,0,0,0,1,1,2,2, ,6,1,2,2,1,2,1,1,1,1,2,6,2, , ,2, , ,5,5,5,2,3,5,2,5,4,3,7,10,10,5,8,6,6,2,4,4,3,2,2,3,2,7,7,4,4,4,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,11, ,1,6, ,2,1, , , , , , , ,50,100,100,100,100,100,100,100,50,10,100,100,75,100,5,5,4,5,3,3,1, ,1,5,4,2,2,1,2,1,1, , ,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2, , , ,3,1,2,3,4,1,1,1,3,3,2,4,3,1,1,1,1,2,1,3,3,2,1,2, , , , ,1, ,2,1,2,1,1,3,7,6,7,4,4,4,4,4,4,4,4,4,2,2,2,2,7,7,7,7,2,2,2,2,6,6,3,5,2,2,7,6,1,1,2,2,2,4,1,3,3,3,2,5,4,2,4, ,100,100,100,100,2,4,2,1,4,4,1,2,1,3,1,3,4,4,3,4,1,2,2, ,3,3,3,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,1,4,3,2,2,6,5,4,1,3,1,2,1,2,3,4,1,1,1,4,3,2,1,4,2,3,3,4,1,2,2,1,3,4,2,1,4,3,1,3,4,2,2,4,1,3,3,1,2,4,1,52,4,3,9,2,2,1,1,1,1,3,5,1,2,4,1,43,0,0,1,0,0,6,0
19,20, ,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,1.4435,.7189,.7462,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR, , , , , ,4,-1,1,1, , , ,2,4,1,1,4,4,4,3,3, , ,1,4,60,30,100,75,50,50,35,0,50,0,45,50,50,55,50,0,50,50,50,50,1, , ,1, ,1,0,1,0,0,1,0,1,1,4,4,1,3,4,4,1,4,4,4,1,4,4,-1,1,3,1,1,0,1,0,3,3,3,3,3,2,1,1,1,2,1,1,1,1,1,6,1,2, ,1,2, ,1,5,2,3,1,1,5,5,4,3,0,10,10,0,10,0,5,1,4,3,3,3,2,3,2,4,6,2,4,2,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,11, ,2,4,2,4,1,2,2,2,2,2,2,2,10,35,50,50,50,50,50,50,50,25,35,50,0,80,5,5,5,1,3,3,1, ,1,2,4,2,2,2,2,1,1, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2, , , ,15,1,1,3,3, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,2,1,3,4,2,4,3,1,2,6,5,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27,2,1,12,4,1,1,1,1,1,15,6,1,2,4,1,41,0,0,1,0,0,1,1
20,21,1461,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.0149,.0751,.0701,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,19,1,.0152,.0706,.07,2,1,1,2, , , ,4,8,1,1,2,1,3,3,2, ,1, ,3,75,60,70,60,60,998,60,50,70,55,50,70,45,60,55,55,55,55,65,65,1, , ,1, ,1,0,1,0,0,1,0,1,4,4,3,2,3,3,3,2,3,3,3,2,3,3,3,1,2,1,1,0,1,0,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,7,1,1, ,1,1, ,4,3,3,3,2,3,4,4,3,3,3,5,3,5,3,4,5,3,4,3,2,2,3,2,2,9,6,3,4,4,0,0,0,0,0,1,1,2,1,1,1,2,2,2,2,2,1,11, ,1,1,5,3,3,1,2,2,2,2,2,2,50,55,65,65,65,55,40,65,60,55,60,60,55,65,5,4,4,4,3,3,1, ,1,4,2,1,2,1,1,1,2,4, ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,1,-1,12,1,2,3,3,3,1,2,3,2,2,4,2,1,1,2,1,2,1,2,2,1,1,2, , , , ,1, ,1,1,1,1,1,7,5,5,5,5,4,4,4,4,3,3,6,6,3,5,3,4,5,5,5,5,4,4,4,4,3,3,4,4,2,2,5,5,3,3,1,3,3,4,3, ,4,4,1,3,4,2,4, ,60,60,50,50,2,4,2,2,3,4,3,4,3,1,1,1,3,3,3,3,1,1,1,4,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,3,2,4,1,2,6,3,4,5,1,1,2,4,3,2,1,1,1,2,1,4,3,4,3,1,2,3,4,1,2,3,4,1,2,1,3,2,4,1,2,3,4,1,3,2,4,4,1,2,3,2,61,5,4,12,4,2,1,1,2,3,11,1,1,1,1,1,14,0,0,2,0,0,2,1
21,22, ,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,4.358,2.1702,2.2529,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR, , , , , ,2,1,1,2, , , ,3,8,1,2,4,3,4,3,2, ,2, ,4,70,30,85,50,50,15,30,15,60,0,40,40,15,40,0,70,50,50,998,60,1, , ,1, ,1,0,1,0,0,1,0,1,4,4,4,1,3,4,4,1,2,4,4,1,3,4,4,1,1,1,1,0,0,0,1,2,3,3,3,3,-1,2,2,3,2,1,2,1,1,8,1,2, ,2, , ,5,4,1,1,2,4,2,4,3,5,9,6,10,5,3,8,7,2,3,3,2,3,3,3,3,7,8,4,4,4,0,0,0,0,0,1,2,2,2,2,1,2,2,1,2,2,1,2, ,2,4,1,4,2,2,2,2,2,2,2,2,60,70,60,60,70,70,40,70,40,15,70,85,15,85,4,5,5,4,2,3,1, ,1,2,2,2,1,1,2,1,1, , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2, , , ,7,1,2,4,4, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,3,1,4,4,1,3,5,2,6,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24,1,1,10,3,5,1,1,1,1,14,6,1,3,5,3,57,0,0,1,0,0,4,1
